,CustomerID,pfm_spent,fm_nb_orders,fm_nb_items,fm_total_spent,fm_used_coupon,first_order_month,fm_purchased_accessory,first_item_size,accepts_marketing,wealthy_zip,region,first_item_price_range
0,Anonymous13455,1054.8000000000002,6,6,253.0,0,7,1,M,0,0,MW,high
1,Anonymous2142,436.15000000000003,1,1,48.0,0,5,0,L,0,0,NE,high
2,Anonymous4843,856.75,4,6,292.0,0,10,0,S,1,0,W,high
3,Anonymous11225,614.1,4,4,130.0,0,2,1,No size,1,0,MW,low
4,Anonymous540,1114.75,1,1,50.0,0,1,0,XS,0,0,W,high
5,Anonymous8181,537.0,8,14,575.0,1,6,0,XL,0,0,MW,low
6,Anonymous11560,144.0,1,1,16.0,0,11,1,No size,0,0,W,low
7,Anonymous6363,430.0,1,3,76.0,0,7,0,S,0,0,S,low
8,Anonymous14618,797.75,4,5,211.25,1,7,0,S,0,0,W,high
9,Anonymous7500,866.0500000000001,2,4,157.0,0,2,1,XS,0,0,S,medium
10,Anonymous7017,830.1,5,9,420.0,0,6,0,L,0,1,NE,high
11,Anonymous10857,576.7,3,7,219.75,1,11,1,No size,0,0,S,low
12,Anonymous700,858.3,2,4,127.5,1,6,0,L,1,1,NE,medium
13,Anonymous3826,625.5,2,9,365.0,0,7,0,XL,0,0,W,medium
14,Anonymous11827,652.9,1,1,48.0,0,10,0,XS,0,0,MW,high
15,Anonymous13119,730.6,2,7,262.0,0,4,1,XS,0,0,NE,medium
16,Anonymous14946,714.75,3,6,279.0,0,8,0,XL,1,0,MW,high
17,Anonymous7299,0.0,2,4,137.0,0,9,0,L,1,1,S,low
18,Anonymous16228,852.4000000000001,1,1,50.0,0,6,0,M,0,0,W,high
19,Anonymous15630,492.8,3,4,200.0,0,2,0,M,0,0,NE,high
20,Anonymous12330,681.75,1,1,45.0,1,3,0,XL,0,0,NE,high
21,Anonymous5709,43.2,1,1,15.0,0,11,1,No size,0,0,S,low
22,Anonymous11529,219.2,2,2,96.0,0,10,0,S,0,0,S,high
23,Anonymous37,1430.2,3,16,576.0,1,5,0,S,0,0,MW,high
24,Anonymous838,758.6,1,3,133.0,0,5,0,L,1,0,S,low
25,Anonymous8795,521.1500000000001,1,2,64.8,1,12,0,M,0,0,MW,low
26,Anonymous15311,192.0,1,1,45.0,0,11,0,L,0,0,MW,medium
27,Anonymous3379,61.0,2,2,66.0,0,8,0,XS,0,0,MW,low
28,Anonymous7916,161.7,1,1,20.0,0,1,1,No size,0,0,S,low
29,Anonymous13278,292.2,4,7,242.7,1,7,0,L,0,0,MW,low
30,Anonymous4292,403.75,4,14,540.0,1,9,1,No size,1,0,W,low
31,Anonymous4691,419.0,2,2,98.0,0,2,1,M,0,0,S,high
32,Anonymous8578,190.7,1,2,61.0,0,10,1,S,1,1,W,medium
33,Anonymous407,437.5,2,3,92.0,0,5,1,No size,0,0,W,low
34,Anonymous8163,879.0,1,2,95.0,0,3,0,XL,1,0,W,high
35,Anonymous1654,679.7,3,5,149.0,1,1,1,M,1,0,MW,high
36,Anonymous2234,721.0,3,5,204.8,1,12,0,S,0,0,NE,medium
37,Anonymous1146,555.95,1,1,45.0,1,2,0,S,0,1,W,high
38,Anonymous5442,313.0,1,3,98.0,0,8,0,S,0,1,W,low
39,Anonymous3771,45.0,1,4,118.0,0,7,0,S,0,1,W,low
40,Anonymous11528,131.0,3,3,85.0,0,8,0,S,0,0,S,low
41,Anonymous14458,330.9,3,4,120.8,1,4,1,M,0,0,W,high
42,Anonymous7620,451.35,5,8,287.2,1,10,0,S,0,0,S,high
43,Anonymous10337,156.0,1,1,45.0,0,1,0,L,1,0,MW,high
44,Anonymous3900,724.75,2,4,173.0,0,6,0,XL,0,0,S,high
45,Anonymous2716,232.75,5,7,278.0,0,7,0,L,0,0,W,medium
46,Anonymous11078,0.0,1,1,25.0,0,4,1,No size,0,0,NE,low
47,Anonymous13765,369.6,2,3,103.0,0,7,0,S,1,0,S,medium
48,Anonymous257,768.0,2,6,267.0,0,1,0,S,0,0,S,low
49,Anonymous2170,766.25,1,2,82.8,1,3,0,S,0,0,W,high
50,Anonymous16110,338.4,2,3,126.0,1,2,0,S,1,0,W,medium
51,Anonymous7180,207.0,8,8,308.0,0,7,1,L,1,0,S,medium
52,Anonymous7794,541.0,1,1,25.0,0,2,1,No size,1,0,NE,low
53,Anonymous10987,284.0,3,4,124.2,1,6,1,XS,0,1,NE,high
54,Anonymous8215,321.6,1,1,45.0,1,3,0,S,0,0,MW,high
55,Anonymous5601,302.0,3,3,142.0,0,10,0,M,0,0,W,high
56,Anonymous12603,333.0,1,2,90.0,0,7,0,M,0,0,S,high
57,Anonymous10540,667.0,4,14,513.0,0,6,0,S,0,0,S,medium
58,Anonymous3327,285.25,2,3,148.0,0,6,0,M,0,0,S,high
59,Anonymous11515,523.85,1,1,50.0,0,5,0,L,0,0,W,high
60,Anonymous7760,639.0,4,6,257.0,1,8,0,XS,0,0,W,high
61,Anonymous3389,554.3,1,2,86.4,1,7,0,S,1,0,S,high
62,Anonymous4737,101.0,6,10,320.0,0,10,0,S,0,0,W,low
63,Anonymous10144,214.45,2,5,234.0,0,3,0,M,1,1,S,high
64,Anonymous9402,94.0,1,5,188.0,0,7,0,L,1,0,NE,medium
65,Anonymous1781,803.25,2,5,195.45,1,9,0,M,0,0,MW,low
66,Anonymous7635,45.0,1,1,40.0,0,6,0,S,1,0,W,high
67,Anonymous13715,709.0,1,4,171.0,1,2,0,L,0,0,W,high
68,Anonymous14587,411.2,2,2,65.0,0,8,1,No size,1,0,S,low
69,Anonymous10252,201.0,2,3,112.0,0,2,1,No size,0,1,MW,low
70,Anonymous10579,545.0,3,6,294.0,0,5,0,L,0,0,W,high
71,Anonymous12671,649.5,1,1,47.0,0,4,0,M,0,0,NE,high
72,Anonymous13132,105.0,1,1,16.0,0,11,1,No size,0,0,NE,low
73,Anonymous3781,86.4,2,2,30.0,0,10,1,No size,0,0,W,low
74,Anonymous8487,314.75,2,10,349.6,1,10,0,XL,0,0,NE,medium
75,Anonymous1062,375.6,3,9,412.2,1,5,0,M,0,1,MW,high
76,Anonymous1476,383.0,2,2,100.0,0,2,0,XL,1,0,NE,high
77,Anonymous5336,266.0,2,2,95.0,1,3,0,M,1,0,W,high
78,Anonymous15413,225.0,5,5,193.2,1,11,0,M,0,0,MW,high
79,Anonymous6423,385.0,2,2,100.0,0,7,0,XS,1,0,W,high
80,Anonymous4057,185.6,2,2,81.0,1,2,0,M,1,0,S,high
81,Anonymous7483,376.0,2,5,242.0,0,2,0,M,0,0,W,high
82,Anonymous13277,527.6999999999999,2,2,90.0,1,1,0,S,0,0,MW,high
83,Anonymous2937,220.0,3,3,146.0,0,5,0,M,0,0,W,high
84,Anonymous5214,178.0,2,4,200.0,0,10,0,M,0,0,W,high
85,Anonymous8120,401.5,4,8,324.4,1,6,0,L,1,0,S,high
86,Anonymous15463,560.0,1,2,75.0,0,5,0,L,0,0,S,high
87,Anonymous6508,96.0,1,3,88.0,0,7,0,XS,0,0,S,low
88,Anonymous6310,288.0,2,3,150.0,0,1,0,XS,1,0,MW,high
89,Anonymous2350,229.39999999999998,5,7,256.0,0,5,0,M,0,1,W,high
90,Anonymous130,0.0,9,17,751.0,1,10,0,S,0,0,S,high
91,Anonymous4979,202.5,1,1,22.5,1,5,1,No size,1,0,W,low
92,Anonymous12713,341.0,1,1,37.6,1,4,0,S,0,0,W,high
93,Anonymous6177,314.7,1,1,48.0,0,8,0,S,1,0,S,high
94,Anonymous8149,458.3,2,5,190.0,0,8,0,L,0,1,S,medium
95,Anonymous7622,583.6,2,4,180.0,0,11,0,S,0,0,S,high
96,Anonymous3093,216.8,4,12,414.2,1,10,0,S,0,0,W,high
97,Anonymous14852,734.65,1,2,85.0,0,7,0,XL,0,0,S,medium
98,Anonymous813,240.2,3,5,227.2,1,11,0,S,0,0,W,medium
99,Anonymous1732,262.0,1,1,29.75,1,8,0,XL,0,0,S,medium
100,Anonymous10802,340.0,1,2,30.0,0,7,0,L,1,0,W,low
101,Anonymous10085,581.0,1,2,72.0,0,12,0,S,1,0,W,high
102,Anonymous9663,274.0,2,4,192.0,0,5,0,S,0,0,W,high
103,Anonymous12120,744.15,3,12,488.0,1,6,0,M,1,0,W,medium
104,Anonymous7565,45.0,1,2,58.4,1,12,0,S,1,1,W,low
105,Anonymous9577,0.0,2,7,304.0,0,8,0,S,0,0,S,high
106,Anonymous5692,390.6,1,1,29.75,1,5,0,M,1,1,NE,low
107,Anonymous11696,444.6,1,2,72.0,0,12,0,L,0,0,MW,low
108,Anonymous9453,551.0,3,3,101.0,0,10,0,M,1,0,W,high
109,Anonymous8998,307.75,4,5,185.0,0,5,0,S,0,0,W,high
110,Anonymous16289,122.0,1,1,40.0,0,7,0,L,0,0,S,medium
111,Anonymous13987,883.75,1,3,133.0,1,5,0,S,1,0,W,high
112,Anonymous4639,497.0,4,8,330.45,1,7,0,M,0,0,W,medium
113,Anonymous8538,561.5,1,1,25.0,0,8,1,No size,0,0,S,low
114,Anonymous545,367.5,1,2,85.0,0,7,0,S,0,0,NE,medium
115,Anonymous8545,457.5,1,2,90.0,1,3,0,S,0,0,S,high
116,Anonymous7038,0.0,8,12,329.0,0,9,1,M,0,0,S,high
117,Anonymous10046,233.2,1,3,69.3,1,8,1,No size,0,0,MW,low
118,Anonymous2410,157.0,1,1,50.0,0,2,0,S,0,0,W,high
119,Anonymous8463,336.0,1,1,50.0,0,3,0,M,0,0,S,high
120,Anonymous13322,214.0,2,3,124.0,0,1,0,XL,0,0,W,low
121,Anonymous4146,519.8,2,3,100.80000000000001,1,12,1,XS,0,0,S,high
122,Anonymous1376,0.0,4,5,124.2,1,11,1,XL,0,0,NE,high
123,Anonymous1705,534.0,1,2,100.0,0,1,0,M,0,0,S,high
124,Anonymous5734,242.0,4,6,240.0,0,5,0,M,0,0,W,high
125,Anonymous5160,310.0,2,4,166.0,0,10,0,L,0,0,MW,high
126,Anonymous10711,499.0,1,1,25.0,0,6,1,No size,0,0,MW,low
127,Anonymous3261,181.2,1,2,72.0,0,5,0,XL,0,0,W,low
128,Anonymous313,97.0,5,6,242.0,0,5,0,S,1,0,S,high
129,Anonymous10183,154.0,2,2,60.0,0,1,1,No size,0,0,NE,low
130,Anonymous2172,27.0,1,1,42.0,0,7,0,S,0,0,W,medium
131,Anonymous11618,122.0,2,2,91.2,1,5,0,S,0,1,S,high
132,Anonymous2534,128.6,2,6,213.0,0,3,1,S,0,0,W,low
133,Anonymous12076,349.95,2,6,291.0,0,3,0,XS,0,0,S,high
134,Anonymous15978,304.25,2,2,100.0,0,6,0,L,0,1,S,high
135,Anonymous10483,92.0,1,1,25.0,0,4,1,No size,1,0,W,low
136,Anonymous5298,37.0,5,6,260.0,0,6,0,S,0,0,W,high
137,Anonymous9216,0.0,1,2,61.0,0,7,0,XS,1,0,MW,medium
138,Anonymous10079,254.0,2,2,73.0,0,10,1,XS,0,0,S,high
139,Anonymous4828,92.5,3,7,283.0,0,5,0,S,1,1,NE,low
140,Anonymous14887,461.8,2,2,50.0,0,10,1,No size,0,0,NE,low
141,Anonymous8210,695.2,2,8,278.0,0,11,1,No size,1,0,S,low
142,Anonymous1404,183.6,4,8,319.3,1,5,0,M,0,0,NE,medium
143,Anonymous10920,465.0,3,5,216.0,0,7,0,M,0,0,W,high
144,Anonymous11745,218.4,3,3,145.0,1,7,0,M,0,0,S,high
145,Anonymous4990,196.0,1,2,72.0,1,3,0,XS,0,0,NE,high
146,Anonymous1718,350.75,4,8,292.0,1,10,0,M,0,0,S,low
147,Anonymous11057,194.4,3,3,110.0,1,11,0,M,0,0,S,high
148,Anonymous11572,275.0,1,1,50.0,0,2,0,L,0,0,NE,high
149,Anonymous16216,175.0,5,12,441.2,1,5,0,S,0,0,S,high
150,Anonymous15532,132.5,1,3,104.0,1,12,0,M,0,0,NE,medium
151,Anonymous3953,353.0,2,4,170.0,1,5,0,S,0,0,S,high
152,Anonymous11903,264.0,3,4,145.75,1,11,0,L,0,0,NE,medium
153,Anonymous1604,0.0,1,1,45.0,0,7,0,M,1,0,MW,medium
154,Anonymous10708,498.0,2,2,66.0,0,1,1,No size,0,0,W,low
155,Anonymous7159,478.0,1,1,25.0,0,4,1,No size,0,1,W,low
156,Anonymous3976,267.6,2,4,175.0,0,10,0,M,0,0,W,high
157,Anonymous11800,288.0,2,2,76.0,1,8,0,L,0,0,W,high
158,Anonymous4625,430.0,2,2,80.0,0,3,0,S,0,0,S,high
159,Anonymous5728,384.0,2,4,135.0,1,3,1,M,0,0,MW,low
160,Anonymous3429,241.3,1,1,20.0,0,1,1,No size,0,0,W,low
161,Anonymous15246,261.6,2,4,184.0,0,2,0,L,0,0,MW,high
162,Anonymous9002,389.6,4,5,211.75,1,5,0,M,0,0,NE,high
163,Anonymous16195,125.0,1,3,124.0,0,11,0,S,0,0,NE,medium
164,Anonymous9186,173.0,1,1,42.5,1,7,0,M,0,0,S,high
165,Anonymous8123,0.0,7,15,646.0,1,7,0,S,0,0,W,low
166,Anonymous3022,133.2,3,3,145.0,1,1,0,L,0,0,W,high
167,Anonymous630,36.0,1,1,19.0,0,9,0,M,1,0,NE,low
168,Anonymous6899,207.9,3,7,279.3,1,11,0,M,1,0,W,medium
169,Anonymous3216,127.8,1,3,144.0,0,5,0,S,0,0,NE,high
170,Anonymous10320,310.5,1,2,51.75,1,12,0,S,1,0,MW,high
171,Anonymous13649,429.0,1,2,85.0,0,5,0,M,0,0,S,low
172,Anonymous4297,299.0,1,1,45.0,0,3,0,S,0,0,NE,medium
173,Anonymous6324,221.0,4,6,233.5,1,7,0,XL,0,0,W,high
174,Anonymous15378,474.75,1,2,85.0,1,9,0,L,0,0,MW,high
175,Anonymous12390,142.0,1,1,21.6,1,4,0,S,0,0,NE,low
176,Anonymous14208,253.0,1,1,45.0,1,4,0,M,1,0,S,high
177,Anonymous6648,267.0,1,4,159.0,1,8,0,L,0,0,NE,medium
178,Anonymous3722,333.2,1,3,118.0,0,10,1,No size,1,0,W,low
179,Anonymous6892,402.95,2,3,118.0,0,6,0,S,0,0,W,medium
180,Anonymous12360,523.0,1,1,50.0,0,3,0,XL,0,0,W,high
181,Anonymous808,90.0,2,2,55.5,1,7,0,M,0,0,MW,medium
182,Anonymous14107,413.0,1,1,50.0,0,2,0,S,0,0,MW,high
183,Anonymous3865,313.0,1,1,37.5,1,11,0,M,0,0,S,high
184,Anonymous6174,377.75,1,1,45.0,1,4,0,XS,0,0,S,high
185,Anonymous2871,497.75,2,2,98.0,0,5,0,M,0,0,MW,high
186,Anonymous9315,217.0,2,2,90.0,0,10,0,M,1,0,W,high
187,Anonymous15495,144.0,1,2,88.0,0,11,0,M,0,0,NE,high
188,Anonymous2330,553.0,2,7,334.0,0,2,0,L,0,0,S,high
189,Anonymous14365,30.0,1,1,15.0,0,7,1,No size,0,0,W,low
190,Anonymous7754,182.35,1,2,90.0,1,3,0,M,0,0,W,high
191,Anonymous7757,99.2,1,1,25.6,1,11,0,L,0,0,W,low
192,Anonymous4594,293.0,3,4,192.0,0,6,0,XL,0,0,W,high
193,Anonymous15034,555.0,2,12,484.0,0,10,0,S,1,0,S,medium
194,Anonymous13961,278.0,1,1,50.0,0,3,0,S,0,0,S,high
195,Anonymous195,266.1,1,1,50.0,0,2,0,M,1,0,W,high
196,Anonymous7274,256.0,2,2,98.0,0,5,0,L,0,0,S,high
197,Anonymous11698,460.3,1,2,41.0,0,3,1,No size,0,0,S,low
198,Anonymous11221,668.0,1,1,48.0,0,8,0,S,0,0,MW,high
199,Anonymous12906,237.0,2,3,89.0,0,6,1,S,0,0,S,high
200,Anonymous14032,434.0,1,1,50.0,0,2,0,L,1,0,W,high
201,Anonymous11731,233.0,1,2,73.5,1,11,0,L,1,0,NE,high
202,Anonymous13236,138.1,1,1,15.0,0,7,0,L,0,0,W,low
203,Anonymous8279,120.0,5,7,320.0,0,2,0,S,0,0,MW,high
204,Anonymous4774,240.0,2,2,74.7,1,12,0,L,1,0,W,low
205,Anonymous10043,255.75,3,4,188.0,0,7,0,M,1,0,W,high
206,Anonymous4257,285.0,1,1,50.0,0,1,0,M,0,0,MW,high
207,Anonymous426,298.2,1,1,45.0,1,2,0,L,0,0,S,high
208,Anonymous14089,372.0,1,1,50.0,0,2,0,M,0,0,W,high
209,Anonymous12231,174.8,2,3,119.6,1,4,0,M,0,0,W,low
210,Anonymous14095,609.2,1,2,93.0,0,8,0,S,1,0,MW,high
211,Anonymous4181,465.85,3,9,334.0,0,7,0,XL,0,0,S,low
212,Anonymous14703,428.0,3,6,242.0,0,6,0,M,0,0,W,medium
213,Anonymous16235,369.0,1,1,35.0,0,2,0,M,1,0,W,low
214,Anonymous10732,340.45,1,1,45.0,1,4,0,M,1,0,W,high
215,Anonymous2529,0.0,4,8,363.0,0,2,1,S,1,0,W,high
216,Anonymous16128,628.0,1,2,69.0,0,8,0,S,1,0,S,low
217,Anonymous3669,299.0,1,1,50.0,0,1,0,XL,0,0,NE,high
218,Anonymous15606,108.0,3,3,145.0,0,2,0,XS,1,1,NE,high
219,Anonymous9696,106.5,2,4,181.0,1,6,0,S,0,0,W,high
220,Anonymous12551,263.0,1,1,40.0,0,7,0,M,0,0,NE,high
221,Anonymous7601,228.0,1,2,95.0,0,3,0,M,1,0,W,high
222,Anonymous15509,326.75,2,5,189.0,0,8,0,XL,0,0,W,medium
223,Anonymous8272,66.15,1,1,45.0,1,4,0,M,0,0,S,high
224,Anonymous968,296.0,2,5,234.0,0,3,0,XL,0,0,W,high
225,Anonymous9706,478.6,1,1,50.0,0,10,0,S,0,1,NE,high
226,Anonymous619,180.0,2,4,155.2,1,9,1,XS,1,0,W,high
227,Anonymous16111,187.95,1,1,43.2,1,2,0,M,0,0,NE,high
228,Anonymous12492,545.95,1,9,325.0,0,11,0,S,0,0,S,low
229,Anonymous16075,195.0,2,2,95.0,1,3,0,S,0,0,W,high
230,Anonymous15573,0.0,6,6,223.0,0,12,0,L,0,0,S,high
231,Anonymous12497,98.0,5,7,300.0,0,5,0,M,0,0,MW,medium
232,Anonymous8144,0.0,6,19,809.0,1,7,0,M,0,0,W,low
233,Anonymous2181,204.0,1,1,50.0,0,12,0,XL,0,1,NE,high
234,Anonymous4025,260.0,1,2,90.0,1,4,0,S,0,0,W,high
235,Anonymous6168,186.6,3,6,219.2,1,5,0,L,0,1,MW,low
236,Anonymous1346,27.75,5,11,427.0,0,7,0,M,1,0,S,high
237,Anonymous10529,351.0,1,3,125.0,0,6,0,XL,0,0,NE,low
238,Anonymous8734,184.0,1,1,20.0,1,11,0,S,0,0,W,low
239,Anonymous3062,305.0,1,2,100.0,0,12,0,M,0,0,S,high
240,Anonymous4332,48.0,5,6,225.0,0,8,0,S,0,0,W,medium
241,Anonymous8765,0.0,1,1,45.0,0,3,0,M,0,0,S,high
242,Anonymous916,116.0,2,3,143.0,0,5,0,S,0,0,W,high
243,Anonymous6704,240.5,2,2,100.0,0,4,0,M,0,0,S,high
244,Anonymous1117,254.5,1,1,48.0,0,6,0,XL,0,0,W,high
245,Anonymous14228,31.0,1,1,42.0,0,7,0,S,1,1,W,medium
246,Anonymous5182,269.0,4,6,277.0,1,6,0,XS,0,0,MW,high
247,Anonymous14224,504.0,2,8,361.0,1,10,0,M,1,0,S,medium
248,Anonymous4542,512.0,2,6,219.0,1,12,0,XS,0,0,W,high
249,Anonymous3024,113.75,2,2,77.0,0,8,0,S,1,1,NE,medium
250,Anonymous3381,188.0,3,3,148.0,0,3,0,L,0,0,S,high
251,Anonymous11095,248.75,2,7,236.0,1,9,1,M,0,0,S,medium
252,Anonymous5579,0.0,1,1,45.0,0,8,0,S,0,0,W,high
253,Anonymous11197,149.7,1,1,42.5,1,1,0,L,0,0,NE,high
254,Anonymous4513,267.0,3,3,125.5,1,5,0,XL,0,0,W,medium
255,Anonymous1432,72.5,1,1,15.0,0,12,1,No size,0,0,W,low
256,Anonymous14323,245.0,1,1,32.0,0,9,0,L,0,0,NE,low
257,Anonymous3293,0.0,1,2,72.0,1,12,0,XS,0,0,W,high
258,Anonymous113,264.5,1,3,140.0,0,2,0,L,0,1,W,medium
259,Anonymous11620,337.0,4,11,446.3,1,9,0,M,1,0,S,medium
260,Anonymous904,107.5,1,1,45.0,1,1,0,XS,0,0,MW,high
261,Anonymous5498,100.0,4,5,203.0,0,5,0,M,0,0,W,high
262,Anonymous11386,125.0,1,3,91.0,0,2,0,XL,1,1,W,high
263,Anonymous6886,208.0,1,2,69.0,0,11,0,S,0,0,W,low
264,Anonymous9009,198.0,3,6,255.0,1,5,0,XS,0,0,S,high
265,Anonymous4408,40.8,3,4,178.2,1,5,0,L,0,1,W,high
266,Anonymous3217,0.0,1,1,35.0,0,8,0,S,0,0,W,low
267,Anonymous1453,152.0,2,3,115.0,1,5,0,M,1,0,MW,high
268,Anonymous4435,472.75,1,1,50.0,0,6,0,L,0,0,W,high
269,Anonymous7120,85.0,2,2,98.0,0,2,0,S,1,0,S,high
270,Anonymous14948,84.0,4,6,255.0,0,10,0,S,0,1,MW,high
271,Anonymous4587,111.5,1,3,142.0,0,2,0,XS,0,0,W,high
272,Anonymous206,246.6,1,1,50.0,0,3,0,S,0,0,W,high
273,Anonymous16161,244.0,1,1,50.0,0,3,0,XS,1,0,W,high
274,Anonymous16181,40.0,1,1,25.0,0,10,1,No size,0,1,W,low
275,Anonymous6348,130.0,2,3,135.0,0,5,0,L,1,1,W,high
276,Anonymous2751,207.9,2,3,91.5,1,2,1,S,1,0,W,high
277,Anonymous635,178.0,2,2,95.0,1,3,0,XL,0,0,S,high
278,Anonymous12359,280.0,3,8,316.0,0,8,0,M,0,0,W,medium
279,Anonymous2105,301.75,1,2,75.0,0,7,0,L,0,0,W,low
280,Anonymous4139,328.0,1,1,50.0,0,2,0,S,0,0,S,high
281,Anonymous12315,0.0,2,3,109.0,0,9,0,S,0,0,W,high
282,Anonymous207,150.0,2,3,141.0,0,2,0,M,1,0,MW,high
283,Anonymous8415,0.0,1,3,150.0,0,7,0,S,0,0,W,high
284,Anonymous10704,76.6,3,4,142.0,1,11,0,S,0,0,S,low
285,Anonymous10709,217.0,2,3,144.0,0,6,0,M,1,0,W,high
286,Anonymous2065,328.2,2,2,87.5,1,11,0,S,1,0,NE,high
287,Anonymous12234,222.5,1,1,50.0,0,2,0,S,0,0,S,high
288,Anonymous4261,530.25,1,2,85.0,1,8,0,S,0,0,W,high
289,Anonymous9480,99.2,1,1,20.0,0,2,1,No size,0,1,MW,low
290,Anonymous2040,75.0,4,7,327.0,0,5,0,M,0,0,W,high
291,Anonymous9457,208.2,1,2,80.0,0,1,0,M,1,0,W,high
292,Anonymous13937,149.0,3,8,227.0,1,6,0,M,0,0,W,high
293,Anonymous3520,245.0,1,1,36.0,1,8,0,M,0,1,S,high
294,Anonymous15125,282.25,1,1,50.0,0,2,0,L,0,0,S,high
295,Anonymous15109,12.8,1,1,45.0,0,8,0,XL,0,0,S,high
296,Anonymous15072,229.0,3,7,267.0,0,3,0,S,0,0,MW,medium
297,Anonymous12023,219.75,1,1,43.2,1,5,0,M,0,0,NE,high
298,Anonymous10928,220.0,1,1,16.0,0,6,1,No size,0,0,W,low
299,Anonymous14057,0.0,1,1,24.0,0,10,0,L,0,1,W,low
300,Anonymous8605,50.0,2,2,95.0,1,10,0,XL,0,0,W,high
301,Anonymous10981,93.0,4,5,167.0,1,5,0,S,1,0,MW,high
302,Anonymous421,0.0,2,4,96.0,0,10,1,S,1,0,MW,low
303,Anonymous4166,186.0,2,2,100.0,0,11,0,S,0,0,S,high
304,Anonymous12699,372.0,3,11,401.0,1,6,0,XS,1,0,MW,high
305,Anonymous10205,50.0,1,1,43.2,1,8,0,S,0,0,S,high
306,Anonymous8107,196.0,2,3,113.0,0,5,1,No size,0,0,MW,low
307,Anonymous12722,170.0,2,3,120.0,0,6,0,XL,0,0,W,low
308,Anonymous1273,48.0,1,1,32.0,0,8,0,S,0,0,MW,medium
309,Anonymous16018,166.0,2,2,81.5,1,9,0,XL,0,1,W,medium
310,Anonymous4872,112.0,3,4,158.0,0,6,1,M,1,0,W,medium
311,Anonymous1279,85.0,1,1,25.0,0,6,1,No size,0,0,S,low
312,Anonymous128,185.0,3,3,144.0,0,10,0,S,1,0,MW,high
313,Anonymous13313,151.6,2,2,100.0,0,10,0,L,0,0,S,high
314,Anonymous7654,173.75,2,2,90.0,0,7,0,L,0,0,S,high
315,Anonymous6080,0.0,1,2,53.6,1,4,0,M,0,0,W,medium
316,Anonymous1327,58.25,4,4,156.0,1,5,0,M,1,0,W,high
317,Anonymous129,0.0,6,12,503.0,1,10,0,S,0,0,S,high
318,Anonymous5927,190.0,2,3,126.0,1,5,0,L,0,0,MW,high
319,Anonymous604,138.6,4,6,243.0,1,7,1,M,1,0,W,medium
320,Anonymous10107,127.8,1,1,47.0,0,3,0,L,0,0,NE,high
321,Anonymous10061,173.0,1,1,45.0,1,3,0,S,0,0,NE,high
322,Anonymous9778,372.75,2,6,193.0,1,5,0,S,0,0,W,medium
323,Anonymous8955,102.0,2,5,167.7,1,7,0,L,0,0,W,high
324,Anonymous4631,181.65,1,1,35.0,0,8,0,XL,0,0,W,medium
325,Anonymous15376,267.8,1,1,22.5,1,8,1,No size,0,0,W,low
326,Anonymous4750,45.0,3,4,70.0,0,8,1,S,1,0,S,low
327,Anonymous8714,105.0,1,2,37.8,1,12,0,M,0,0,S,low
328,Anonymous1639,250.75,1,2,64.8,1,3,0,S,0,0,S,low
329,Anonymous4929,40.0,1,1,35.0,0,1,0,S,0,0,W,low
330,Anonymous12420,103.45,1,1,50.0,0,12,0,XS,0,0,W,high
331,Anonymous1318,87.0,3,13,515.0,0,10,0,M,1,0,S,medium
332,Anonymous1008,225.0,2,2,85.0,0,9,0,L,0,1,NE,medium
333,Anonymous15845,151.8,1,1,32.0,0,8,0,S,0,0,NE,low
334,Anonymous12960,130.4,1,2,66.0,0,11,0,S,0,0,MW,low
335,Anonymous12430,108.0,2,4,126.0,1,3,0,XS,0,0,S,high
336,Anonymous14229,285.0,1,1,25.0,0,3,1,No size,0,0,W,low
337,Anonymous4110,190.8,1,3,88.0,0,7,0,M,0,1,NE,low
338,Anonymous3378,85.0,2,3,145.0,1,4,0,S,1,0,MW,high
339,Anonymous9219,67.6,3,6,240.0,0,7,0,XL,0,0,S,low
340,Anonymous3044,16.0,1,2,51.0,0,7,0,S,0,1,S,low
341,Anonymous11056,50.0,1,1,50.0,0,2,0,M,0,0,W,high
342,Anonymous2760,230.0,2,3,95.0,1,10,0,S,0,0,W,low
343,Anonymous7447,108.0,1,1,50.0,0,7,0,M,0,0,S,high
344,Anonymous13716,64.0,3,5,158.0,0,8,1,No size,1,1,S,low
345,Anonymous8675,188.0,1,1,45.0,1,2,0,M,0,0,NE,high
346,Anonymous14173,215.0,1,1,33.75,1,11,0,M,1,0,W,medium
347,Anonymous14174,127.0,3,5,197.5,1,6,0,L,1,0,S,low
348,Anonymous11867,274.8,1,1,37.5,1,11,0,XS,1,0,NE,high
349,Anonymous249,340.7,1,5,130.9,1,1,1,S,0,1,W,low
350,Anonymous16376,265.0,1,1,37.5,1,11,0,XS,1,0,W,high
351,Anonymous14187,150.0,1,1,48.0,0,5,0,S,0,0,NE,high
352,Anonymous10606,220.6,2,3,66.0,0,6,1,XL,0,0,W,low
353,Anonymous9230,170.0,1,1,45.0,0,1,0,L,0,0,W,medium
354,Anonymous7101,166.75,1,1,50.0,0,4,0,M,0,0,NE,high
355,Anonymous11771,218.75,2,5,221.0,0,6,0,L,0,0,S,medium
356,Anonymous5536,205.0,3,10,372.0,0,7,1,XL,0,0,NE,low
357,Anonymous14756,299.25,1,1,45.0,0,7,0,M,1,0,S,medium
